"","state","county","year_court_estab","felonies","misdemeanors","court","year","population","per_capita_income","percent_employed","prop_17","prop_64","prop_65","graduate_hs","graduate_college","death_rate","percent_male","percent_white","percent_black","average_age","avg_never_married","avg_married","avg_divorced","percent_below_pov","unemployment_rate","homelessness_count","county_fips","years_since","percent_homeless","county_state_code","Group","match"
"3127","AL","Tuscaloosa",2012,0,0,1,2016,206464,11406,0.40734243,0.23694211,0.64959276,0.11346514,0.73431158,0.22359657,84,0.48262048,0.72679079,0.26160297,35.021896,0.32855254,0.4982475,0.081797138,0.13487644,5.7,177,125,4,8.5729227,"12500114060",TRUE,1
"3131","TN","Union",0,0,0,0,2016,19219,8351,0.13787059,0.26792756,0.62173212,0.1103403,0.4767268,0.06349048,92,0.49415803,0.99737114,0.00021907405,35.573318,0.18215962,0.64741784,0.085915491,0.18223621,5.8,630,173,0,327.80063,"1730083510",FALSE,1
"3132","CA","Ventura",2009,0,0,1,2016,847323,17861,0.31279522,0.27351514,0.63230926,0.094175622,0.77844429,0.28428662,60,0.50446177,0.79096162,0.023361174,34.209927,0.26427206,0.57372791,0.090206288,0.049675003,5.2,1271,111,7,15.000183,"11100178610",TRUE,1
"3133","OK","Wagoner",2008,1,1,1,2016,77662,11839,0.12096151,0.29716182,0.60543406,0.097404093,0.7448588,0.15931073,71,0.49268007,0.85869724,0.041434329,34.754776,0.17921296,0.6690709,0.082075939,0.093727313,4.6,368,145,8,47.384823,"14500118390",TRUE,1
"3135","MO","Warren",0,0,0,0,2016,33871,11640,0.28509265,0.28079247,0.58088464,0.13832292,0.68221158,0.12545598,80,0.49554622,0.96769732,0.026261901,36.565117,0.19232585,0.65810239,0.068716705,0.083609574,4.2,610,219,0,180.09506,"21900116400",FALSE,1
"3136","UT","Wasatch",0,0,0,0,2016,30375,10722,0.25661612,0.39508376,0.51214194,0.092774309,0.81715393,0.24115652,62,0.50133806,0.98493409,0.00029735354,31.082268,0.19739988,0.67603105,0.058876269,0.062227506,3.3,178,51,0,58.600822,"5100107220",FALSE,1
"3138","MN","Washington",0,0,0,0,2016,252502,17435,0.30533394,0.30374375,0.63118935,0.065066896,0.88999712,0.33065844,45,0.50163132,0.96826506,0.01097357,32.725723,0.23510842,0.6368143,0.077464856,0.036307316,3.3,618,163,0,24.475054,"16300174350",FALSE,1
"3140","OR","Washington",2007,0,0,1,2016,584910,16351,0.57662237,0.26828736,0.63039476,0.10131791,0.86754775,0.35365003,62,0.48888153,0.91945219,0.0066055963,34.821808,0.23093443,0.59778339,0.10119613,0.047637802,4,571,67,9,9.7621861,"6700163510",TRUE,1
"3141","NV","Washoe",2001,1,1,1,2016,449723,16365,0.59244817,0.23119996,0.66615617,0.10264385,0.81206745,0.24941479,76,0.5068894,0.88387972,0.022303635,35.979523,0.24973553,0.52486974,0.14797437,0.062574096,5.1,989,31,15,21.991314,"3100163650",TRUE,1
"3142","MI","Washtenaw",2014,0,1,1,2016,366135,17115,0.50237334,0.21593499,0.70904475,0.075020231,0.88479084,0.41009742,53,0.49451643,0.83548635,0.11210977,32.988102,0.40009785,0.46321514,0.080856979,0.064036585,3.7,342,161,2,9.3408165,"16100171150",TRUE,1
"3143","MI","Wayne",2009,1,1,1,2016,1760612,13016,0.34611711,0.27022803,0.60451573,0.12525626,0.69911921,0.17874862,98,0.4740409,0.57395202,0.40209985,35.716183,0.33093366,0.44049126,0.1059425,0.16851269,6.2,2612,163,0,14.835751,"16300130160",TRUE,1
"3144","TN","Wayne",0,0,0,0,2016,16747,8240,0.24499461,0.25662002,0.59598136,0.14739864,0.5394876,0.057863928,129,0.48955867,0.98758525,0.0098313596,37.784641,0.17796764,0.64533722,0.075804397,0.14888996,6.6,296,181,0,176.74808,"1810082400",FALSE,1
"3146","TN","White",0,0,0,0,2016,26463,9299,0.32135391,0.23912394,0.59980088,0.16107516,0.5446946,0.084978938,115,0.48332503,0.97829765,0.018815331,39.176903,0.17093858,0.64047796,0.081166416,0.14075314,5,249,185,0,94.093643,"1850092990",FALSE,1
"3147","TX","Wilbarger",0,0,0,0,2016,12880,9823,0.30447721,0.26393756,0.54837644,0.187686,0.62485421,0.1683266,120,0.493552,0.79425967,0.089213677,39.030155,0.19488953,0.59015012,0.081210993,0.15524441,4.7,256,487,0,198.75777,"4870098230",FALSE,1
"3149","MN","Wilkin",0,0,0,0,2016,6323,10108,0.27727515,0.28286323,0.54536986,0.17176689,0.74777943,0.24389341,95,0.49507716,0.98802555,0.000266099,38.168575,0.22006643,0.63310611,0.048243314,0.090077072,3.3,211,167,0,333.70236,"16700101080",FALSE,1
"3150","IL","Will",2010,1,0,1,2016,688328,15186,0.32622659,0.29790968,0.61578226,0.086308084,0.80393159,0.23157848,61,0.499145,0.84917146,0.10735966,33.287983,0.25994378,0.5984776,0.069935426,0.04541513,6.1,1507,197,6,21.893633,"19700151860",TRUE,1
"3151","LA","Winn",0,0,0,0,2016,14532,8728,0.26572007,0.2781978,0.56961089,0.15219128,0.58253253,0.097627349,111,0.49499047,0.69721556,0.29491672,36.996681,0.2173494,0.55783135,0.079759039,0.22390847,7.8,167,127,0,114.9188,"1270087280",FALSE,1
"3152","IL","Winnebago",2005,0,0,1,2016,286065,14516,0.51682198,0.26216128,0.6111232,0.12671551,0.75938272,0.21214652,88,0.48481098,0.87950796,0.09195257,36.344936,0.24105997,0.57434094,0.098587334,0.077090792,6.7,336,201,11,11.745583,"20100145160",TRUE,1
"3153","IA","Woodbury",2001,0,1,1,2016,102686,12218,0.47634214,0.28062803,0.57240832,0.14696366,0.78044444,0.22127792,90,0.48114493,0.93713623,0.019099271,36.518509,0.24176221,0.57116735,0.086468525,0.10240503,3.5,348,193,15,33.889721,"19300122180",TRUE,1
"3154","MA","Worcester",0,0,0,0,2016,820320,15500,0.38723272,0.24404365,0.61890507,0.13705131,0.78164148,0.27852634,93,0.48713478,0.93809116,0.02127081,36.614853,0.28697339,0.54378438,0.07549566,0.063116871,4.3,1572,27,0,19.163254,"2700155000",FALSE,1
"3155","CA","Yolo",2013,0,0,1,2016,215627,13861,0.3702336,0.24100587,0.66360956,0.095384575,0.81400806,0.31912795,68,0.49569786,0.75917131,0.022481784,33.341679,0.35958874,0.47767547,0.089816719,0.098207712,5.9,532,113,3,24.672235,"11300138610",TRUE,1
"3156","ME","York",0,0,0,0,2016,202565,14131,0.26609027,0.2611081,0.61246634,0.12642553,0.79533565,0.24411602,85,0.48680636,0.98683369,0.0033720767,36.394608,0.22559142,0.60692424,0.08430282,0.047435869,3.4,2241,31,0,110.63116,"3100141310",FALSE,1
"3157","CA","Yuba",0,0,0,0,2016,74952,9874,0.1570722,0.3169094,0.57743698,0.10565364,0.67860633,0.16352926,69,0.50010306,0.78211516,0.041852716,32.965103,0.21624766,0.58293569,0.10602283,0.1599815,8.6,702,115,0,93.659943,"1150098740",FALSE,1
"3158","ID","Ada",2005,1,0,1,2017,456548,14268,0.63142753,0.28304216,0.61271292,0.10424493,0.86338603,0.2980963,60,0.49193051,0.9665314,0.0046555703,34.368584,0.22350383,0.59506768,0.11331606,0.061883409,2.8,833,1,12,18.245617,"100142680",TRUE,1
"3159","IA","Adams",0,0,0,0,2017,3657,10110,0.20468557,0.24434854,0.53842992,0.21722154,0.77108759,0.16164903,124,0.49075216,0.99609536,0.0006165228,41.924374,0.16580844,0.66297632,0.056385171,0.14103472,2.3,1792,3,0,4900.1914,"300101100",FALSE,1
"3161","CA","Alameda",2009,1,1,1,2017,1660196,17547,0.42973167,0.23718673,0.65666729,0.10614596,0.81241018,0.33471027,71,0.4927696,0.59554857,0.17921531,35.480156,0.32184255,0.48303875,0.10394745,0.081192605,3.7,5629,1,8,33.905636,"100175470",TRUE,1
"3164","PA","Allegheny",2001,1,1,1,2017,1220141,15115,0.49090165,0.21114387,0.61532837,0.17352776,0.79881316,0.27725053,118,0.46895316,0.87504423,0.11190102,39.938023,0.28601116,0.51868349,0.069801249,0.087094598,4.8,1145,3,16,9.384161,"300151150",TRUE,1
"3165","AK","Anchorage",1998,1,1,1,2017,294338,19620,0.43861836,0.29463899,0.66887575,0.036485255,0.89383018,0.31626469,39,0.51412934,0.80735892,0.064257883,30.583635,0.26655084,0.56099081,0.12234332,0.054173402,5.4,1128,20,19,38.323288,"2000196200",TRUE,1
"3166","MO","Andrew",0,0,0,0,2017,17474,10984,0.10757244,0.27009293,0.57251233,0.15739475,0.78313816,0.1587822,97,0.4859896,0.99207217,0.0020503006,37.976078,0.17061947,0.66522121,0.069734514,0.1054111,3.2,210,3,0,120.17855,"300109840",FALSE,1
"3167","MD","Annearundel",2003,1,1,1,2017,571339,18509,0.36949575,0.24620411,0.66587085,0.087925024,0.81338042,0.27485532,68,0.50342315,0.85655338,0.11825933,35.004768,0.25897187,0.57874036,0.07579945,0.030496268,3.4,376,3,14,6.5810318,"300185090",TRUE,1
"3168","VA","Appomattox",0,0,0,0,2017,15723,10795,0,0.24914621,0.60359406,0.14725971,0.62385821,0.12222706,103,0.48389983,0.76914948,0.22898032,38.383396,0.20869477,0.62087971,0.058271252,0.09997192,4.3,125,11,0,79.501366,"1100107950",FALSE,1
"3169","VA","Arlington",0,0,0,0,2017,234647,25633,0.63123041,0.15139,0.73506457,0.11354542,0.86823124,0.54051429,64,0.49138275,0.76562572,0.10495156,37.753002,0.3995156,0.42626479,0.089538485,0.042726457,2.5,232,13,0,9.8871927,"1300256330",FALSE,1
"3171","AL","Autauga",0,0,0,0,2017,55390,11182,0.22053066,0.29507333,0.60639358,0.098533109,0.69678783,0.17364848,86,0.48661679,0.79317397,0.20001753,34.479897,0.21653026,0.61581224,0.07697653,0.12024655,4,377,1,0,68.062828,"100111820",FALSE,1
"3172","AL","Baldwin",0,0,0,0,2017,212521,12275,0.36864063,0.25979853,0.58880746,0.15139398,0.73007894,0.2001785,91,0.48576516,0.86044973,0.12861213,38.085651,0.18990049,0.63218522,0.083035298,0.10438783,4.2,606,3,0,28.51483,"300122750",FALSE,1
"3173","MD","Baltimore",2017,0,0,0,2017,828645,18658,0.43145692,0.21839991,0.64167202,0.1399281,0.79015803,0.28569764,94,0.47727609,0.84939909,0.1234602,38.194424,0.25451562,0.55883569,0.075366512,0.038321882,4.2,3278,510,0,39.558556,"51000186580",TRUE,1
"3174","MA","Barnstable",0,0,0,0,2017,213581,16402,0.3301037,0.21023017,0.56933093,0.2204389,0.87516809,0.34774458,121,0.47231317,0.9621982,0.015149647,42.200356,0.23046781,0.57616627,0.082759164,0.057769302,4.8,324,1,0,15.169888,"100164020",FALSE,1
"3175","PA","Beaver",0,0,0,0,2017,165654,11683,0.25674796,0.23333494,0.59728736,0.16937767,0.75712633,0.17892379,115,0.47643381,0.93909496,0.056289058,39.669209,0.22817412,0.58553022,0.065048523,0.10813912,5.6,98,7,0,5.9159451,"700116830",FALSE,1
"3177","PA","Berks",2005,0,0,1,2017,417511,14604,0.41090506,0.23310739,0.61080819,0.15608443,0.71210003,0.1888385,99,0.48331317,0.93473852,0.029724566,38.55846,0.24501033,0.57770437,0.073098086,0.052213024,4.7,534,11,12,12.790082,"1100146040",TRUE,1
"3178","MA","Berkshire",0,0,0,0,2017,126353,14857,0.38394856,0.22740255,0.60375166,0.1688458,0.78553855,0.26055872,116,0.47896692,0.9696452,0.018184166,39.076538,0.27702087,0.53360975,0.080109984,0.063392468,4.5,557,3,0,44.082848,"300148570",FALSE,1
"3180","TX","Bexar",2008,0,1,1,2017,1956988,11827,0.41905391,0.29183629,0.60915023,0.099013492,0.72610825,0.22585978,70,0.4851214,0.74130291,0.071427725,33.476269,0.27011096,0.53682965,0.10145038,0.16188604,3.6,2743,29,9,14.016438,"2900118270",TRUE,1
"3182","TN","Bradley",2017,1,1,0,2017,105421,11768,0.48555186,0.24755806,0.64159161,0.11085033,0.65146428,0.1648322,86,0.48202464,0.95143259,0.039342307,36.132027,0.20433511,0.61865389,0.09549816,0.11255611,3.6,576,11,0,54.638069,"1100117680",TRUE,1
"3183","FL","Brevard",2002,0,0,1,2017,587769,15093,0.34981376,0.21919504,0.61442488,0.16638011,0.81692624,0.27165017,98,0.4941701,0.89827257,0.078743689,39.489761,0.20463338,0.59978211,0.10092243,0.063029505,4.4,845,9,15,14.376396,"900150930",TRUE,1
"3184","MA","Bristol",0,0,0,0,2017,560941,13853,0.36648199,0.24466696,0.61054462,0.14478843,0.66502172,0.20671864,95,0.4775964,0.95279908,0.015906779,37.270538,0.27206063,0.54999816,0.072722986,0.074257828,4.9,883,5,0,15.741405,"500138530",FALSE,1
"3185","MT","Broadwater",0,0,0,0,2017,5917,10125,0.23538277,0.287824,0.54852319,0.16365281,0.72899956,0.17053609,99,0.50904161,0.98071128,0.00030138638,38.393009,0.17248216,0.65067405,0.081284694,0.13185655,4.8,1529,7,0,2584.0798,"700101250",FALSE,1
"3187","CO","Broomfield",2015,0,0,1,2017,1775596,58634,0.41197291,0.26587173,0.65284532,0.081282973,0.84912115,0.31298393,228,0.49589396,0.91623735,0.013756001,33.936764,0.25922063,0.56998301,0.10631309,0.06388066,2.2,5506,14,2,31.009306,"1400586340",TRUE,1
"3188","FL","Broward",1997,0,1,1,2017,1934516,16883,0.44232124,0.20439702,0.58792281,0.2076802,0.76437026,0.24298149,108,0.47883931,0.81687999,0.15408112,41.368515,0.23536855,0.53637004,0.10250517,0.071245596,4,2450,11,0,12.664666,"1100168830",TRUE,1
"3189","MN","Brown",0,0,0,0,2017,25172,11244,0.44607916,0.2741254,0.54973316,0.17614141,0.73358917,0.18562292,101,0.48428699,0.99284762,0.00044470798,38.236881,0.22919892,0.62113005,0.050841719,0.061402276,3.7,552,15,0,219.29128,"1500112440",FALSE,1
"3190","WI","Brown",2015,0,0,1,2017,261762,13906,0.58568609,0.27056846,0.62147856,0.10795297,0.825553,0.24420612,69,0.48775914,0.95902753,0.0052005714,34.636311,0.27613163,0.57496268,0.073603116,0.066762596,2.9,3348,9,2,127.90244,"900139060",TRUE,1
"3191","PA","Bucks",0,0,0,0,2017,626811,18292,0.40815893,0.25673628,0.63440406,0.10885963,0.82944202,0.29633883,82,0.49234626,0.95023042,0.028295889,36.022537,0.24900322,0.60460597,0.060742665,0.028533248,4.3,511,17,0,8.1523781,"1700182920",FALSE,1
"3193","TX","Burleson",0,0,0,0,2017,18053,9354,0.17915596,0.27251375,0.55280733,0.17467889,0.59016556,0.11430281,100,0.48763302,0.74664217,0.17834863,38.677284,0.19878316,0.59768039,0.072915673,0.1772051,4.2,102,51,0,56.500305,"510093540",FALSE,1
"3195","CA","Butte",0,0,0,0,2017,228696,12083,0.26703823,0.23547111,0.5919174,0.17261146,0.79108727,0.25369149,108,0.49003953,0.90709424,0.01296398,37.910603,0.27408099,0.52827513,0.098154441,0.1222598,5.8,1195,7,0,52.252773,"700120830",FALSE,1
"3197","LA","Caddo",0,0,0,0,2017,245935,11604,0.43253052,0.28559172,0.58117729,0.13323101,0.73189551,0.20149098,102,0.46699938,0.59044605,0.40084511,35.936863,0.26310709,0.50172603,0.09425658,0.19108231,5.8,349,17,0,14.190742,"1700116040",FALSE,1
"3198","MI","Calhoun",2015,1,1,1,2017,134180,12729,0.42990986,0.26616022,0.60029268,0.13354708,0.76802737,0.2002328,102,0.48379934,0.87318176,0.10577136,36.712543,0.24214178,0.54815137,0.11037899,0.10969055,4.8,204,25,2,15.203458,"2500127290",TRUE,1
"3199","MS","Calhoun",0,0,0,0,2017,14508,8806,0.24738395,0.26308024,0.56761467,0.16930507,0.54024667,0.1067154,118,0.47752884,0.72638851,0.27012342,38.302254,0.21143492,0.58106142,0.067686521,0.17184904,4.8,697,13,0,480.42459,"130088060",FALSE,1
"3200","OK","Canadian",0,0,0,0,2017,140001,13077,0.17187437,0.30184519,0.61519438,0.082960397,0.8149159,0.21337819,64,0.5005846,0.90651667,0.024405649,33.685631,0.18735705,0.65484017,0.089869425,0.064531922,3.3,432,17,0,30.856922,"1700130770",FALSE,1
"3202","MD","Caroline",0,0,0,0,2017,33096,11926,0.21882744,0.26262254,0.59348994,0.14388755,0.67292386,0.1472193,96,0.48511189,0.82689106,0.16493434,37.258442,0.22447816,0.58294898,0.071275733,0.086624719,4.1,153,11,0,46.229153,"1100119260",FALSE,1
"3203","MD","Carroll",0,0,0,0,2017,167547,16320,0.30722532,0.26561943,0.632599,0.10178161,0.79090708,0.23131146,76,0.49240509,0.96728593,0.023773627,35.27486,0.21479839,0.63969743,0.060359079,0.02497872,3.3,147,13,0,8.7736578,"1300163200",FALSE,1
"3204","TN","Carter",0,0,0,0,2017,56510,9809,0.20801865,0.22112416,0.62696826,0.15190758,0.59738678,0.13685913,114,0.48296282,0.98559362,0.0088535091,38.95018,0.20158355,0.6021744,0.095438428,0.14527363,4.6,450,19,0,79.63192,"190098090",FALSE,1
"3205","MN","Cass",0,0,0,0,2017,29324,8991,0.17121747,0.2720848,0.53595519,0.19195998,0.7243796,0.16909768,121,0.5025928,0.88609976,0.0017897297,40.146206,0.19724853,0.62980169,0.073432192,0.16057312,6,862,21,0,293.95715,"210089910",FALSE,1
"3206","ID","Cassia",0,0,0,0,2017,23650,9726,0.30181241,0.36575875,0.5101884,0.12405284,0.71312869,0.18271644,72,0.5029183,0.90006143,0.0001535941,33.271351,0.1857429,0.66360062,0.074104294,0.12012195,2.5,1204,31,0,509.09091,"310097260",FALSE,1
"3208","IL","Champaign",0,0,0,0,2017,210425,13130,0.3732062,0.21826904,0.69429272,0.087438233,0.89729488,0.34734875,63,0.50566101,0.84673315,0.095702931,32.700558,0.39478359,0.47071281,0.075481489,0.080344997,4.3,160,19,0,7.6036592,"1900131300",FALSE,1
"3210","GA","Chatham",2007,0,0,1,2017,289309,12983,0.47081846,0.26406989,0.60837579,0.12755434,0.73694634,0.21403547,92,0.47854888,0.60205591,0.3807961,35.726383,0.26314756,0.51694667,0.10080053,0.13572079,4.5,926,51,10,32.007301,"5100129830",TRUE,1
"3212","PA","Chester",2008,1,1,1,2017,518901,20601,0.4313117,0.24980339,0.64132988,0.10886673,0.8475191,0.37608135,73,0.48996535,0.91640455,0.063749351,36.051357,0.26993206,0.59013718,0.061195098,0.029687375,3.7,578,29,9,11.138927,"2900206010",TRUE,1
"3213","VT","Chittenden",2004,1,1,1,2017,163031,16096,0.53011131,0.233878,0.68540007,0.080721915,0.87391478,0.3772226,62,0.48521185,0.97826368,0.0062157996,33.501308,0.3552416,0.50192696,0.079379208,0.050406609,2.3,291,7,13,17.849365,"700160960",TRUE,1
"3214","OR","Clackamas",2001,0,1,1,2017,412442,16360,0.36994442,0.26682088,0.61846155,0.11471759,0.84482288,0.28907207,76,0.49128923,0.96280795,0.0040667024,36.4076,0.2062109,0.62318116,0.096829906,0.046571948,3.7,497,5,16,12.050179,"500163600",TRUE,1
"3215","NV","Clark",2003,1,0,1,2017,2181635,15109,0.65415889,0.24520439,0.65003192,0.10476372,0.76726782,0.17950629,79,0.50725394,0.81280017,0.09540379,35.777946,0.24581829,0.52321678,0.14802675,0.075171828,5.2,6490,3,0,29.748331,"300151090",TRUE,1
"3216","GA","Clarke",2008,0,0,1,2017,126815,11604,0.45791948,0.20037901,0.71335936,0.086261615,0.82865775,0.32234967,57,0.47719023,0.70700049,0.26183301,32.054386,0.48187354,0.37370598,0.068560198,0.14247252,4.8,239,59,9,18.846352,"5900116040",TRUE,1
"3217","VA","Clarke",0,0,0,0,2017,14454,15657,0.2431204,0.22816296,0.63168335,0.14015371,0.74782979,0.2048012,81,0.49491778,0.90769356,0.087100238,38.744732,0.21353368,0.60329145,0.072983749,0.065679923,3.4,280,43,0,193.718,"4300156570",FALSE,1
"3218","OK","Cleveland",2006,1,1,1,2017,279542,13182,0.23919818,0.26386347,0.66894686,0.067189664,0.84416926,0.28093576,56,0.5031994,0.88465047,0.030249121,32.477135,0.27184904,0.57126421,0.10075884,0.069621921,3.3,174,27,11,6.2244673,"2700131820",TRUE,1
"3219","KY","Clinton",0,0,0,0,2017,10212,6838,0.18029557,0.24838533,0.59879583,0.15281883,0.4782863,0.082029536,120,0.47728518,0.99813902,0.00065681443,38.477722,0.18423578,0.61850584,0.08690884,0.32369509,6.4,1940,53,0,1899.7258,"530068380",FALSE,1
"3220","MI","Clinton",0,0,0,0,2017,78506,14153,0.2062609,0.28768378,0.61919737,0.093118876,0.83246684,0.21570866,69,0.49776274,0.97850835,0.003766218,34.511101,0.22373028,0.64102215,0.070999861,0.043042418,3.6,435,37,0,55.409779,"3700141530",FALSE,1
"3221","GA","Cobb",2013,1,0,1,2017,752649,19166,0.55626082,0.25292075,0.68395627,0.06312298,0.85091943,0.36437833,51,0.49151191,0.87540674,0.098614164,33.400017,0.25437123,0.58888423,0.099637575,0.037915319,4.1,403,67,4,5.3544216,"6700191660",TRUE,1
"3222","IL","Coles",0,0,0,0,2017,51353,11315,0.38734412,0.20730385,0.65521646,0.13747966,0.81327516,0.22491299,91,0.47134227,0.97159398,0.017911084,35.806522,0.35566092,0.48181093,0.076910436,0.088612869,4.7,108,29,0,21.030903,"2900113150",FALSE,1
"3225","OK","Comanche",2010,1,1,1,2017,121786,10602,0.24019159,0.28268123,0.63114649,0.086172253,0.81971759,0.19832563,73,0.51930285,0.71458298,0.17856951,32.247055,0.23885433,0.593328,0.090075918,0.13333334,4.2,231,31,0,18.967697,"3100106020",TRUE,1
"3226","CA","Contracosta",2007,0,0,1,2017,1145535,20748,0.34357348,0.25143704,0.63970077,0.10886216,0.85489506,0.36796489,72,0.48952636,0.76020736,0.092788391,36.074146,0.25342995,0.56288469,0.099518411,0.054691467,3.9,1607,13,10,14.028379,"1300207480",TRUE,1
"3227","IL","Cook",2004,1,0,1,2017,5200821,15697,0.46197963,0.25074011,0.62522,0.1240399,0.73519385,0.26458311,90,0.48090181,0.62779725,0.25800776,36.163517,0.33798459,0.46929672,0.08146067,0.11135932,5.1,5885,31,0,11.315521,"3100156970",TRUE,1
"3228","MN","Cook",0,0,0,0,2017,5411,12067,0.45656669,0.24198553,0.59307134,0.16494313,0.84096307,0.29298067,65,0.49844882,0.9229576,0.0012926577,39.979836,0.1953125,0.62858075,0.081380211,0.072254337,3.9,99,31,0,182.96063,"3100120670",FALSE,1
"3232","OH","Cuyahoga",2003,1,1,1,2017,1247581,14912,0.51000965,0.23948263,0.60397059,0.1565468,0.74058408,0.23648924,107,0.46969917,0.72638404,0.24798179,38.296509,0.2923198,0.49434143,0.096490547,0.10981744,5.8,1727,35,0,13.842789,"3500149120",TRUE,1
"3233","FL","Dade",2000,1,1,1,2017,2713295,13686,0.42375383,0.24160418,0.61859572,0.13980013,0.6562205,0.24391656,87,0.47928029,0.72945094,0.20545879,37.589283,0.27953741,0.49849623,0.1073794,0.14154403,4.8,3721,86,17,13.713953,"8600136860",TRUE,1
"3234","AR","Dallas",0,0,0,0,2017,7307,9101,0.2889536,0.26565427,0.55159146,0.18275432,0.60257864,0.10017002,134,0.47867692,0.61087996,0.3846474,39.235283,0.20892549,0.57325011,0.074379064,0.17229602,4.4,88,39,0,120.43246,"390091010",FALSE,1
"3235","WI","Dane",0,0,0,0,2017,537453,15542,0.54848331,0.22702372,0.68033564,0.092640668,0.89499652,0.38480598,60,0.49147472,0.93879348,0.028633695,34.165043,0.35557783,0.50418311,0.078182854,0.048428092,2.4,585,25,0,10.884673,"2500155420",FALSE,1
"3237","PA","Dauphin",0,0,0,0,2017,275714,14890,0.53241414,0.23390226,0.62307781,0.14301993,0.77364355,0.23786035,100,0.47798902,0.82367659,0.1497353,37.956093,0.27093777,0.53297609,0.081367761,0.072286315,4.6,460,43,0,16.683954,"4300148900",FALSE,1
"3238","TN","Davidson",2001,1,0,1,2017,687159,15195,0.72978598,0.22816102,0.65588194,0.11595704,0.76196891,0.27058223,90,0.47474471,0.74736094,0.23350966,36.100166,0.29238355,0.48809105,0.11851946,0.10021793,2.8,2337,37,16,34.009598,"3700151950",TRUE,1
"3239","GA","Dekalb",2001,1,1,1,2017,751176,17115,0.57596135,0.23734741,0.67754292,0.085109659,0.83293313,0.3613326,64,0.4792493,0.53552616,0.42214984,34.587952,0.32890722,0.48027334,0.10479123,0.072173163,4.8,4032,89,0,53.675835,"8900171150",TRUE,1
"3240","OH","Delaware",2015,0,1,1,2017,200870,17437,0.43169627,0.27500784,0.63346231,0.091529831,0.84024084,0.28370243,56,0.49470335,0.96950501,0.021276278,34.846733,0.22120896,0.64048946,0.073865399,0.043437976,3.5,1691,41,0,84.1838,"4100174370",TRUE,1
"3241","PA","Delaware",2014,0,0,1,2017,563858,17210,0.37000206,0.23118737,0.61372846,0.15508416,0.82053435,0.28717738,104,0.47676897,0.86504179,0.11210424,38.180302,0.29789901,0.52771294,0.061931394,0.049674839,4.6,453,45,3,8.0339375,"4500172100",TRUE,1
"3242","OR","Deschutes",2002,1,1,1,2017,186744,13401,0.49471703,0.25781104,0.60347128,0.13871768,0.82562423,0.2423823,83,0.49806559,0.97845459,0.0011339684,37.606899,0.18167244,0.63798541,0.10289428,0.081726268,4.2,778,17,15,41.661312,"1700134010",TRUE,1
"3243","MI","Dickinson",0,0,0,0,2017,25424,12338,0.46319556,0.25984868,0.55722857,0.18292274,0.7895081,0.19261944,121,0.4906638,0.9888562,0.00085721741,39.307255,0.19289123,0.61855918,0.080009542,0.074927576,4.6,1549,43,0,609.26685,"4300123380",FALSE,1
"3244","NV","Douglas",0,0,0,0,2017,48030,17620,0.63038683,0.25588885,0.62282449,0.12128668,0.85804278,0.25915617,73,0.50305748,0.94547164,0.0031117704,37.228462,0.17714286,0.64464575,0.11238095,0.057494607,4.8,237,5,0,49.344158,"500176200",FALSE,1
"3247","MI","Eaton",0,0,0,0,2017,109456,14896,0.25173613,0.27593967,0.62482369,0.099236645,0.85260606,0.25147259,75,0.48572874,0.94261348,0.035637766,34.981544,0.23776194,0.60537857,0.086350933,0.05278825,4,107,45,0,9.7756176,"4500148960",FALSE,1
"3248","CA","Eldorado",2001,0,0,1,2017,188679,15703,0.2302393,0.26385969,0.6175245,0.11861582,0.84907365,0.28055796,70,0.50016272,0.94541848,0.0048097149,36.612278,0.19444673,0.63585728,0.099444054,0.05831448,4.4,602,17,0,31.906042,"1700157030",TRUE,1
"3249","CO","Elpaso",0,0,0,0,2017,700099,13664,0.44171491,0.27562252,0.64459693,0.079780564,0.87743455,0.30670011,55,0.50208306,0.85991931,0.072020128,32.926392,0.2435687,0.58817989,0.099596068,0.081419066,3,1415,41,0,20.211428,"4100136640",FALSE,1
"3250","TX","Elpaso",0,0,0,0,2017,837401,9150,0.31630972,0.32591066,0.59250349,0.081585839,0.64476067,0.17759965,57,0.48613444,0.76488227,0.037372593,31.696875,0.28600779,0.54846114,0.082124688,0.22388402,4.7,1193,141,0,14.24646,"1410091500",FALSE,1
"3251","PA","Erie",2002,1,1,1,2017,273558,12317,0.41189235,0.25923172,0.60278255,0.13798572,0.78251213,0.19892141,96,0.48252726,0.93579537,0.051906578,36.38662,0.28346705,0.5375492,0.073666207,0.095383368,5.9,369,49,15,13.488913,"4900123170",TRUE,1
"3252","MA","Essex",0,0,0,0,2017,784453,17586,0.38047546,0.23665383,0.62205857,0.14128761,0.80119973,0.3175182,92,0.47745195,0.91993046,0.023592705,37.577976,0.29054296,0.53176254,0.072633408,0.074793644,3.9,582,9,0,7.4191823,"900175860",FALSE,1
"3254","LA","Evangeline",0,0,0,0,2017,33663,7041,0.17812707,0.31526116,0.55166197,0.13307688,0.491245,0.1087901,104,0.47869208,0.73345554,0.26149547,35.098366,0.21994099,0.57978857,0.062658802,0.31366956,5.9,357,39,0,106.05116,"390070410",FALSE,1
